Date,Open,High,Low,Close,Adj Close,Volume
2005-03-07,33.943142,34.498287,33.943142,34.38726,23.519884,2207600
2005-03-08,34.260368,34.553802,34.236576,34.403122,23.530743,2750500
2005-03-09,34.181061,34.403122,34.054173,34.307953,23.465643,3538700
2005-03-10,34.125549,34.490356,34.046242,34.490356,23.675224,1898800
2005-03-11,34.37933,34.736206,34.37933,34.506218,23.686111,2962000
2005-03-14,34.482426,34.823444,34.411053,34.823444,23.903879,1697600
2005-03-15,34.894821,35.283421,34.87896,35.077225,24.078077,3670700
2005-03-16,34.855167,35.251698,34.641041,35.219975,24.176064,3347000
2005-03-17,35.196186,35.560993,35.093086,35.426174,24.317606,3582000
2005-03-18,35.449966,35.672024,35.338936,35.513409,24.37748,5036000
2005-03-21,35.449966,35.687885,35.402382,35.608578,24.442808,2869900
2005-03-22,35.505478,36.068554,35.473759,35.664093,24.480923,3177300
2005-03-23,35.489616,35.965458,35.410313,35.846497,24.606123,3532600
2005-03-24,35.88615,36.084415,35.648232,35.806843,24.578903,2206800
2005-03-28,35.87822,36.076485,35.870289,35.941666,24.671444,1810500
2005-03-29,35.902012,35.902012,35.568924,35.648232,24.470026,3304900
2005-03-30,35.648232,35.767189,35.584785,35.679955,24.491796,3369700
2005-03-31,35.687885,35.743397,35.568924,35.648232,24.470026,2493200
2005-04-01,35.648232,35.687885,35.307213,35.553062,24.404703,2629900
2005-04-04,35.568924,35.672024,35.410313,35.592716,24.431925,2602900
2005-04-05,35.687885,35.941666,35.608578,35.822704,24.589792,1871100
2005-04-06,35.941666,36.108208,35.838566,35.88615,24.633343,1562400
2005-04-07,35.973389,36.068554,35.862358,36.060623,24.753107,1538700
2005-04-08,35.909943,36.132,35.846497,35.870289,24.622456,1620300
2005-04-11,35.101017,35.465828,34.894821,35.418243,24.312155,2445400
2005-04-12,35.291351,35.656162,35.021709,35.600647,24.437359,2055800
2005-04-13,35.568924,35.822704,35.449966,35.545132,24.399258,2513700
2005-04-14,35.568924,35.648232,35.267559,35.307213,24.235943,2101900
2005-04-15,35.085155,35.299282,34.37933,34.466564,23.658884,3019800
2005-04-18,34.204853,34.553802,34.117619,34.38726,23.604456,2679800
2005-04-19,34.339676,34.347607,34.014519,34.220715,23.490137,2068800
2005-04-20,34.141411,34.38726,33.903488,33.951073,23.305044,1854400
2005-04-21,35.093086,35.672024,34.577595,35.212044,24.170618,3117300
2005-04-22,35.410313,35.410313,34.871029,35.164463,24.137953,2526900
2005-04-25,35.180325,35.52927,35.037571,35.315144,24.241388,2470100
2005-04-26,35.323074,35.331005,34.609318,34.609318,23.756886,2161700
2005-04-27,34.466564,34.902752,34.403122,34.807583,23.892975,1942700
2005-04-28,34.609318,34.767929,34.236576,34.339676,23.571793,1882800
2005-04-29,34.418983,34.482426,34.038311,34.450703,23.648003,2429800
2005-05-02,34.450703,34.894821,34.450703,34.752068,23.854876,1871300
2005-05-03,34.759998,35.338936,34.759998,35.053432,24.061747,2348900
2005-05-04,35.27549,35.331005,34.942406,35.116879,24.105297,1652600
2005-05-05,34.918613,35.116879,34.593456,34.982056,24.012754,1541600
2005-05-06,35.13274,35.291351,34.87896,34.910683,23.963758,1458600
2005-05-09,34.823444,34.88689,34.498287,34.847237,23.9202,1451600
2005-05-10,34.53001,34.593456,34.188992,34.307953,23.55003,2424800
2005-05-11,34.498287,34.894821,34.323814,34.823444,23.903879,2177600
2005-05-12,34.87896,34.88689,34.63311,34.855167,23.925642,1681100
2005-05-13,34.855167,34.974125,34.593456,34.88689,23.947424,1967900
2005-05-16,34.966194,35.02964,34.783791,34.894821,23.952858,1292800
2005-05-17,34.902752,34.926544,34.569664,34.88689,23.947424,1572700
2005-05-18,34.894821,35.093086,34.688622,35.093086,24.088963,2297700
2005-05-19,35.02964,35.315144,34.910683,35.283421,24.219616,1512900
2005-05-20,35.291351,35.497547,35.116879,35.449966,24.333937,1391800
2005-05-23,35.38652,35.513409,35.219975,35.331005,24.252281,1904200
2005-05-24,35.172394,35.38652,34.942406,35.331005,24.252281,1679200
2005-05-25,35.093086,35.219975,34.910683,35.053432,24.061747,1597600
2005-05-26,35.196186,35.402382,35.013779,35.180325,24.148848,1607300
2005-05-27,35.243767,35.402382,35.021709,35.307213,24.235943,1175500
2005-05-31,35.180325,35.180325,34.704483,34.736206,23.843983,2803900
2005-06-01,34.815514,35.013779,34.728275,34.918613,23.969194,1902900
2005-06-02,34.736206,35.172394,34.736206,35.053432,24.061747,1808800
2005-06-03,34.910683,35.02964,34.506218,34.617249,23.762333,2003900
2005-06-06,34.506218,34.767929,34.38726,34.728275,23.838543,2036400
2005-06-07,34.585526,35.013779,34.498287,34.664833,23.794998,1555900
2005-06-08,34.656902,34.672764,34.062103,34.157269,23.530014,2853400
2005-06-09,34.006588,34.371399,34.006588,34.244507,23.59012,2337100
2005-06-10,34.220715,34.411053,33.832115,34.038311,23.44808,2405300
2005-06-13,34.046242,34.323814,33.871769,34.014519,23.431684,1807700
2005-06-14,34.03038,34.038311,33.760738,33.903488,23.355198,1721800
2005-06-15,34.101757,34.27623,33.657639,33.744877,23.245939,2468800
2005-06-16,33.840046,34.046242,33.744877,33.943142,23.382517,2509600
2005-06-17,34.101757,34.101757,33.736946,33.91935,23.366127,2998800
2005-06-20,33.816254,33.92728,33.697292,33.729015,23.235014,2203500
2005-06-21,33.729015,33.840046,33.387997,33.506958,23.082052,2936200
2005-06-22,33.514889,33.649708,33.292831,33.292831,22.93454,2780900
2005-06-23,33.372135,33.372135,32.658379,32.698032,22.524792,4671800
