Date,Open,High,Low,Close,Adj Close,Volume
2005-03-07,49.950001,49.950001,49.275002,49.450001,31.870787,4769600
2005-03-08,49.549999,49.884998,49.200001,49.5,31.903015,4963000
2005-03-09,49.25,49.305,48.375,48.404999,31.197268,5742000
2005-03-10,48.494999,49.48,48.384998,49.130001,31.664547,7006800
2005-03-11,49.130001,49.790001,48.919998,49.5,31.903015,5681600
2005-03-14,48.950001,49.125,48.09,48.264999,31.107027,8236400
2005-03-15,48.380001,48.674999,48.150002,48.375,31.17794,5436600
2005-03-16,48.375,48.630001,47.755001,48.134998,31.023264,4451800
2005-03-17,48.200001,48.625,48.18,48.41,31.200499,3418000
2005-03-18,48.75,48.935001,47.764999,48.200001,31.065159,8858000
2005-03-21,48.200001,48.525002,47.900002,48.09,30.994251,3360200
2005-03-22,48.275002,48.439999,47.279999,47.355,30.52055,4645200
2005-03-23,47.384998,47.490002,46.764999,46.82,30.175743,5007000
2005-03-24,46.924999,47.369999,46.790001,46.790001,30.156393,3647400
2005-03-28,46.794998,47.275002,46.509998,47.110001,30.362638,4184800
2005-03-29,46.700001,47,44.805,44.900002,28.938293,12307400
2005-03-30,45.235001,45.860001,45.195,45.740002,29.479677,6588000
2005-03-31,45.75,46.025002,45.330002,45.720001,29.46678,4560400
2005-04-01,46,46.125,44.915001,45.075001,29.051075,6363800
2005-04-04,44.900002,45.365002,44.535,45.105,29.070408,6504800
2005-04-05,45.215,45.299999,44.674999,45.18,29.11875,4521800
2005-04-06,45.305,45.779999,45.305,45.695,29.450663,4596000
2005-04-07,45.650002,45.93,45.450001,45.790001,29.511898,3506600
2005-04-08,45.990002,46,45.325001,45.345001,29.225088,3612000
2005-04-11,45.255001,45.564999,45.044998,45.084999,29.057529,3357800
2005-04-12,45.084999,45.75,44.580002,45.695,29.450663,4974400
2005-04-13,45.619999,45.619999,44.169998,44.299999,28.551582,6271400
2005-04-14,44.294998,44.5,42.650002,42.700001,27.52037,9787600
2005-04-15,42.700001,42.75,41.459999,41.73,26.895205,9240600
2005-04-18,41.82,42.380001,41.305,41.790001,26.933874,6249800
2005-04-19,42.200001,42.84,42.195,42.474998,27.375349,6874000
2005-04-20,44.950001,45,43.834999,44.02,28.371122,17614800
2005-04-21,44.150002,44.950001,43.75,44.830002,29.164812,9534800
2005-04-22,44.830002,45.200001,44.375,44.904999,29.213606,6380400
2005-04-25,45.224998,45.869999,45.044998,45.564999,29.642977,5848800
2005-04-26,45.57,45.669998,44.375,44.43,28.904589,5686000
2005-04-27,44.235001,44.235001,43.16,44.025002,28.641104,7964800
2005-04-28,44.025002,44.139999,43.195,43.349998,28.201984,5692800
